,date,temps_enso,ghg_temp,aero_temp,nat_temp
4068,2089.0,,3.0690802572549267,-0.33961944665287297,-0.033843484832038355
4080,2090.0,,3.0900822243416255,-0.3382227065916158,-0.031231734988519
4092,2091.0,,3.1104034290471754,-0.3368824463572074,-0.031658425525803335
4104,2092.0,,3.1300703843346294,-0.33557049353610935,-0.03526528650320062
4116,2093.0,,3.149182118870574,-0.3342720061113349,-0.039980439814766316
4128,2094.0,,3.1678759245352563,-0.33298213544425403,-0.04377312336265888
4140,2095.0,,3.186243125188824,-0.331697100210455,-0.04640940554597906
4152,2096.0,,3.204345948162988,-0.3304139528960734,-0.04821742453396928
4164,2097.0,,3.2222288359559412,-0.32913039176238673,-0.04913465465930828
4176,2098.0,,3.2399240135742686,-0.3278446215655883,-0.04560043580163801
4188,2099.0,,3.257448865190858,-0.3265552386780358,-0.038604810099401574
4200,2100.0,,3.2748230341128552,-0.325264492391191,-0.03333451452413241
4212,2101.0,,3.2920814726050285,-0.3240461296805282,-0.030725188344155142
4224,2102.0,,3.309260755479462,-0.3230234560358386,-0.031154291003748467
4236,2103.0,,3.326381175738533,-0.3222214682414634,-0.0347635526171798
4248,2104.0,,3.343447043205474,-0.32159137708750035,-0.03948109513320103
4260,2105.0,,3.360451856994861,-0.32109518537370346,-0.0432761565084066
4272,2106.0,,3.377376034649667,-0.3207033007259956,-0.04591480519607403
4284,2107.0,,3.3941952814175482,-0.3203926764560956,-0.0477251794193645
4296,2108.0,,3.4108865730976126,-0.32014536366153684,-0.04864475356461883
4308,2109.0,,3.4274290193027883,-0.3199473836000262,-0.04511286756488542
4320,2110.0,,3.4437923094653784,-0.3197878494937076,-0.03811956361175957
4332,2111.0,,3.459950200859936,-0.3196582825896331,-0.0328515787296738
4344,2112.0,,3.475900234744631,-0.3195520795071187,-0.030244552239599896
4356,2113.0,,3.491652314022088,-0.3194640974074457,-0.030675943638213028
4368,2114.0,,3.507219627910928,-0.31939033092369645,-0.03428748309192756
4380,2115.0,,3.5226142628811785,-0.31932766055345413,-0.03900729260139404
4392,2116.0,,3.5378383283387365,-0.31927365670683827,-0.04280461017485844
4404,2117.0,,3.552881551370889,-0.31922642709895876,-0.04544550431700382
4416,2118.0,,3.5677287617110522,-0.3191844978990357,-0.04725811330215211
4428,2119.0,,3.5823657174282983,-0.3191467211692396,-0.04817991156756131
4440,2120.0,,3.596779855681257,-0.31911220277798424,-0.044650239096954446
4452,2121.0,,3.6109486610323973,-0.31908024625873993,-0.037659138132360236
4464,2122.0,,3.6248527603750516,-0.31905030908723103,-0.03239334574840438
4476,2123.0,,3.6384958512270016,-0.31902196863008053,-0.029788501316012895
4488,2124.0,,3.6518938925369917,-0.3189948956255845,-0.03022206438157725
4500,2125.0,,3.6650657147320644,-0.31896883353051697,-0.033835765160991405
4512,2126.0,,3.678028630142479,-0.31894358243540166,-0.03855772570414987
4524,2127.0,,3.69078965319324,-0.31891898653771145,-0.04235718406830806
4536,2128.0,,3.703344105713341,-0.3188949243859826,-0.045000208806925145
4548,2129.0,,3.715682686200544,-0.31887130128192204,-0.046814938242866894
4560,2130.0,,3.7277959285520907,-0.31884804336315886,-0.04773884686170392
4572,2131.0,,3.73967518219826,-0.3188250929948847,-0.04421127469524189
4584,2132.0,,3.751301089299715,-0.3188024051808567,-0.037222264033363144
4596,2133.0,,3.7626566916974697,-0.31877994476828186,-0.031958551998319165
4608,2134.0,,3.7737476170538473,-0.3187576842709758,-0.029355778008434915
4620,2135.0,,3.7845915732274955,-0.3187356021740345,-0.02979140165727515
4632,2136.0,,3.795208990754454,-0.31871368161350955,-0.03340715320768245
4644,2137.0,,3.8056186802050966,-0.3186919093481348,-0.0381311547562764
4656,2138.0,,3.8158289029432164,-0.3186702749585049,-0.04193264440681498
4668,2139.0,,3.825834793494165,-0.3186487702233912,-0.04457769075903851
4680,2140.0,,3.835625760921757,-0.31862738863401513,-0.04639443218187347
4692,2141.0,,3.8451913546820125,-0.31860612501575974,-0.04732034320673188
4704,2142.0,,3.854522111210128,-0.3185849752335579,-0.04379476391104253
4716,2143.0,,3.863597969355059,-0.31856393596244437,-0.03680773663009362
4728,2144.0,,3.872401088723961,-0.31854300450886025,-0.03154599853132626
4740,2145.0,,3.8809366146721915,-0.31852217867148186,-0.028945189078039894
4752,2146.0,,3.889222017285541,-0.31850145663283164,-0.029382767908559548
4764,2147.0,,3.8972774592259953,-0.318480836874863,-0.03300046533027495
4776,2148.0,,3.905121723267337,-0.3184603181132149,-0.03772640348414071
4788,2149.0,,3.9127630648782894,-0.3184398992460066,-0.04136326824113443
4800,2150.0,,3.920196602745574,-0.31841957931395753,-0.04128305171742515
4812,2151.0,,3.927414976178135,-0.31839935746932563,-0.03919306349607818
4824,2152.0,,3.9344363391426747,-0.31837923295171444,-0.038402059507891884
4836,2153.0,,3.9412976050317257,-0.3183592050692292,-0.03808903054324044
4848,2154.0,,3.9480275537631333,-0.3183392731837995,-0.037951943690844606
4860,2155.0,,3.954648630747158,-0.31831943669974533,-0.03787968675243278
4872,2156.0,,3.9611783479241676,-0.31829969505487105,-0.03783138333732202
4884,2157.0,,3.9676303748946196,-0.3182800477135263,-0.03779199536684326
4896,2158.0,,3.9740153886926484,-0.31826049416120017,-0.03775599014846862
4908,2159.0,,3.9803417355911135,-0.31824103390030895,-0.037721331828157456
4920,2160.0,,3.986615946516598,-0.3182216664469126,-0.03768727096919193
4932,2161.0,,3.992843138455714,-0.31820239132815636,-0.03765353138366328
4944,2162.0,,3.9990273270713446,-0.3181832080802755,-0.037620010984482255
4956,2163.0,,4.005171670169114,-0.31816411624703983,-0.037586671734972925
4968,2164.0,,4.011278657309965,-0.3181451153785388,-0.03755349916357978
4980,2165.0,,4.017350257481259,-0.3181262050302349,-0.03752048747014987
4992,2166.0,,4.023388034103849,-0.3181073847622232,-0.037487634046829414
5004,2167.0,,4.029393234600342,-0.31808865413865234,-0.03745493746240344
5016,2168.0,,4.03536686015162,-0.31807001272727276,-0.037422396720765055
5028,2169.0,,4.041309720023956,-0.31805146009908153,-0.03739001098811085
5040,2170.0,,4.047222473879675,-0.31803299582804373,-0.037357779492571005
5052,2171.0,,4.053105664729409,-0.3180146194908743,-0.037325701487274716
5064,2172.0,,4.058959744595999,-0.31799633066686467,-0.03729377623675215
5076,2173.0,,4.064785094502237,-0.3179781289377476,-0.03726200301192154
5088,2174.0,,4.07058204003798,-0.31796001388758716,-0.03723038108823453
5100,2175.0,,4.0763508634845005,-0.3179419851026939,-0.03719890974498356
5112,2176.0,,4.082091813257588,-0.31792404217155434,-0.03716758826503668
5124,2177.0,,4.087805111262496,-0.317906184684776,-0.0371364159347297
5136,2178.0,,4.093490958622628,-0.3178884122350404,-0.03710539204381627
5148,2179.0,,4.099149540141694,-0.31787072441706676,-0.03707451588543931
5160,2180.0,,4.104781027779475,-0.31785312082757977,-0.03704378675611036
